"locale","region","date","description","type","notes"
"es-US","","2012-01-01","Año Neuvo","NF",""
"es-US","","2012-01-02","Año Neuvo","NF",""
"es-US","","2012-01-16","Cumpleaños de Martin Luther King, Jr.","V",""
"es-US","","2012-02-20","Día del Presidente","NV",""
"es-US","MA","2012-04-16","Día del Patriota","NV",""
"es-US","ME","2012-04-16","Día del Patriota","NV",""
"es-US","","2012-05-28","Día de los Caídos","NV",""
"es-US","","2012-07-04","Día de la Independiencia","NF",""
"es-US","","2012-09-03","Día del Trabajo","NV",""
"es-US","","2012-10-08","Día de Columbus","NV",""
"es-US","","2012-11-12","Día de los Veteranos","NV",""
"es-US","","2012-11-22","Día de Acción de Gracias","NV",""
"es-US","","2012-12-25","Navidad","NRF",""
