"locale","region","date","description","type","notes"
"fr-LU","","2027-01-01","Nouvel An","NF",""
"fr-LU","","2027-03-28","Pâques","NF",""
"fr-LU","","2027-03-29","Lundi de Pâques","NF",""
"fr-LU","","2027-05-01","Premier Mai","NF",""
"fr-LU","","2027-05-06","Ascension","NF",""
"fr-LU","","2027-05-09","Journée de l'Europe","NF",""
"fr-LU","","2027-05-16","Pentecôte","NF",""
"fr-LU","","2027-05-17","Lundi de Pentecôte","NF",""
"fr-LU","","2027-06-23","Fête nationale","NF",""
"fr-LU","","2027-08-15","Assomption","NRF",""
"fr-LU","","2027-11-01","Toussaint","NRF",""
"fr-LU","","2027-12-25","Noël","NRF",""
"fr-LU","","2027-12-26","Saint Étienne","NRF",""
