"locale","region","date","description","type","notes"
"en-SG","","2024-01-01","New Year's Day","NF",""
"en-SG","","2024-02-10","Chinese New Year","NRV",""
"en-SG","","2024-02-11","Chinese New Year (Second Day)","NRV",""
"en-SG","","2024-02-12","Chinese New Year (in lieu)","NRV",""
"en-SG","","2024-03-29","Good Friday","NRV",""
"en-SG","","2024-04-10","Hari Raya Puasa","NRV",""
"en-SG","","2024-05-01","Labour Day","NF",""
"en-SG","","2024-05-22","Vesak Day","NRV",""
"en-SG","","2024-06-17","Hari Raya Haji","NRV",""
"en-SG","","2024-08-09","National Day","NF",""
"en-SG","","2024-10-31","Deepavali","NRV",""
"en-SG","","2024-12-25","Christmas Day","NRF",""
