"locale","region","date","description","type","notes"
"en-SG","","2026-01-01","New Year's Day","NF",""
"en-SG","","2026-02-17","Chinese New Year","NRV",""
"en-SG","","2026-02-18","Chinese New Year (Second Day)","NRV",""
"en-SG","","2026-03-21","Hari Raya Puasa","NRV",""
"en-SG","","2026-04-03","Good Friday","NRV",""
"en-SG","","2026-05-01","Labour Day","NF",""
"en-SG","","2026-05-27","Hari Raya Haji","NRV",""
"en-SG","","2026-05-31","Vesak Day","NRV",""
"en-SG","","2026-06-01","Vesak Day (in lieu)","NRV",""
"en-SG","","2026-08-09","National Day","NF",""
"en-SG","","2026-08-10","National Day (in lieu)","NF",""
"en-SG","","2026-11-08","Deepavali","NRV",""
"en-SG","","2026-11-09","Deepavali (in lieu)","NRV",""
"en-SG","","2026-12-25","Christmas Day","NRF",""
