"locale","region","date","description","type","notes"
"en-SG","","2011-01-01","New Year's Day","NF",""
"en-SG","","2011-02-03","Chinese New Year","NRV",""
"en-SG","","2011-02-04","Chinese New Year (Second Day)","NRV",""
"en-SG","","2011-04-22","Good Friday","NRV",""
"en-SG","","2011-05-01","Labour Day","NF",""
"en-SG","","2011-05-02","Labour Day (in lieu)","NF",""
"en-SG","","2011-05-07","General Election","NF",""
"en-SG","","2011-05-17","Vesak Day","NRV",""
"en-SG","","2011-08-09","National Day","NF",""
"en-SG","","2011-08-27","Presidential Election","NF",""
"en-SG","","2011-08-30","Hari Raya Puasa","NRV",""
"en-SG","","2011-10-26","Deepavali","NRV",""
"en-SG","","2011-11-06","Hari Raya Haji","NRV",""
"en-SG","","2011-11-07","Hari Raya Haji (in lieu)","NRV",""
"en-SG","","2011-12-25","Christmas Day","NRF",""
"en-SG","","2011-12-26","Christmas Day (in lieu)","NRF",""
