"locale","region","date","description","type","notes"
"en-SG","","2022-01-01","New Year's Day","NF",""
"en-SG","","2022-02-01","Chinese New Year","NRV",""
"en-SG","","2022-02-02","Chinese New Year (Second Day)","NRV",""
"en-SG","","2022-04-15","Good Friday","NRV",""
"en-SG","","2022-05-01","Labour Day","NF",""
"en-SG","","2022-05-02","Labour Day (in lieu)","NF",""
"en-SG","","2022-05-03","Hari Raya Puasa","NRV",""
"en-SG","","2022-05-15","Vesak Day","NRV",""
"en-SG","","2022-05-16","Vesak Day (in lieu)","NRV",""
"en-SG","","2022-07-10","Hari Raya Haji","NRV",""
"en-SG","","2022-07-11","Hari Raya Haji (in lieu)","NRV",""
"en-SG","","2022-08-09","National Day","NF",""
"en-SG","","2022-10-24","Deepavali","NRV",""
"en-SG","","2022-12-25","Christmas Day","NRF",""
"en-SG","","2022-12-26","Christmas Day (in lieu)","NRF",""
