"locale","region","date","description","type","notes"
"en-SG","","2019-01-01","New Year's Day","NF",""
"en-SG","","2019-02-05","Chinese New Year","NRV",""
"en-SG","","2019-02-06","Chinese New Year (Second Day)","NRV",""
"en-SG","","2019-04-19","Good Friday","NRV",""
"en-SG","","2019-05-01","Labour Day","NF",""
"en-SG","","2019-05-19","Vesak Day","NRV",""
"en-SG","","2019-05-20","Vesak Day (in lieu)","NRV",""
"en-SG","","2019-06-05","Hari Raya Puasa","NRV",""
"en-SG","","2019-08-09","National Day","NF",""
"en-SG","","2019-08-11","Hari Raya Haji","NRV",""
"en-SG","","2019-08-12","Hari Raya Haji (in lieu)","NRV",""
"en-SG","","2019-10-27","Deepavali","NRV",""
"en-SG","","2019-10-28","Deepavali (in lieu)","NRV",""
"en-SG","","2019-12-25","Christmas Day","NRF",""
