"locale","region","date","description","type","notes"
"en-SG","","2016-01-01","New Year's Day","NF",""
"en-SG","","2016-02-08","Chinese New Year","NRV",""
"en-SG","","2016-02-09","Chinese New Year (Second Day)","NRV",""
"en-SG","","2016-03-25","Good Friday","NRV",""
"en-SG","","2016-05-01","Labour Day","NF",""
"en-SG","","2016-05-02","Labour Day (in lieu)","NF",""
"en-SG","","2016-05-21","Vesak Day","NRV",""
"en-SG","","2016-07-06","Hari Raya Puasa","NRV",""
"en-SG","","2016-08-09","National Day","NF",""
"en-SG","","2016-09-12","Hari Raya Haji","NRV",""
"en-SG","","2016-10-29","Deepavali","NRV",""
"en-SG","","2016-12-25","Christmas Day","NRF",""
"en-SG","","2016-12-26","Christmas Day (in lieu)","NRF",""
