"locale","region","date","description","type","notes"
"en-SG","","2021-01-01","New Year's Day","NF",""
"en-SG","","2021-02-12","Chinese New Year","NRV",""
"en-SG","","2021-02-13","Chinese New Year (Second Day)","NRV",""
"en-SG","","2021-04-02","Good Friday","NRV",""
"en-SG","","2021-05-01","Labour Day","NF",""
"en-SG","","2021-05-13","Hari Raya Puasa","NRV",""
"en-SG","","2021-05-26","Vesak Day","NRV",""
"en-SG","","2021-07-20","Hari Raya Haji","NRV",""
"en-SG","","2021-08-09","National Day","NF",""
"en-SG","","2021-11-04","Deepavali","NRV",""
"en-SG","","2021-12-25","Christmas Day","NRF",""
