"locale","region","date","description","type","notes"
"en-LU","","2015-01-01","New Year","NF",""
"en-LU","","2015-04-05","Easter","NF",""
"en-LU","","2015-04-06","Easter Monday","NF",""
"en-LU","","2015-05-01","Mayday","NF",""
"en-LU","","2015-05-14","Ascension Day","NF",""
"en-LU","","2015-05-24","Pentecost","NF",""
"en-LU","","2015-05-25","Whit Monday","NF",""
"en-LU","","2015-06-23","National Day","NF",""
"en-LU","","2015-08-15","Assumption","NRF",""
"en-LU","","2015-11-01","All Saints","NRF",""
"en-LU","","2015-12-25","Christmas","NRF",""
"en-LU","","2015-12-26","Boxing Day","NRF",""
