"locale","region","date","description","type","notes"
"en-LU","","2021-01-01","New Year","NF",""
"en-LU","","2021-04-04","Easter","NF",""
"en-LU","","2021-04-05","Easter Monday","NF",""
"en-LU","","2021-05-01","Mayday","NF",""
"en-LU","","2021-05-09","Europe Day","NF",""
"en-LU","","2021-05-13","Ascension Day","NF",""
"en-LU","","2021-05-23","Pentecost","NF",""
"en-LU","","2021-05-24","Whit Monday","NF",""
"en-LU","","2021-06-23","National Day","NF",""
"en-LU","","2021-08-15","Assumption","NRF",""
"en-LU","","2021-11-01","All Saints","NRF",""
"en-LU","","2021-12-25","Christmas","NRF",""
"en-LU","","2021-12-26","Boxing Day","NRF",""
