"locale","region","date","description","type","notes"
"sl-SI","","2016-01-01","Novo leto","NF",""
"sl-SI","","2016-02-08","Prešernov dan","NF",""
"sl-SI","","2016-03-27","Velikonočna nedelja","NRV",""
"sl-SI","","2016-03-28","Velikonočni ponedeljek","NRV",""
"sl-SI","","2016-04-27","Dan upora proti okupatorju","NF",""
"sl-SI","","2016-05-01","Praznik dela","NF",""
"sl-SI","","2016-05-02","Praznik dela","NF",""
"sl-SI","","2016-05-16","Binkošti","NRV",""
"sl-SI","","2016-06-25","Dan državnosti","NF",""
"sl-SI","","2016-08-15","Marijino vnebovzetje","NRF",""
"sl-SI","","2016-10-31","Dan reformacije","NRF",""
"sl-SI","","2016-11-01","Dan spomina na mrtve","NF",""
"sl-SI","","2016-12-25","Božič","NF",""
"sl-SI","","2016-12-26","Dan samostojnosti in enotnosti","NF",""
