"locale","region","date","description","type","notes"
"sl-SI","","2023-01-01","Novo leto","NF",""
"sl-SI","","2023-01-02","Novo leto","NF",""
"sl-SI","","2023-02-08","Prešernov dan","NF",""
"sl-SI","","2023-04-09","Velikonočna nedelja","NRV",""
"sl-SI","","2023-04-10","Velikonočni ponedeljek","NRV",""
"sl-SI","","2023-04-27","Dan upora proti okupatorju","NF",""
"sl-SI","","2023-05-01","Praznik dela","NF",""
"sl-SI","","2023-05-02","Praznik dela","NF",""
"sl-SI","","2023-05-29","Binkošti","NRV",""
"sl-SI","","2023-06-25","Dan državnosti","NF",""
"sl-SI","","2023-08-15","Marijino vnebovzetje","NRF",""
"sl-SI","","2023-10-31","Dan reformacije","NRF",""
"sl-SI","","2023-11-01","Dan spomina na mrtve","NF",""
"sl-SI","","2023-12-25","Božič","NF",""
"sl-SI","","2023-12-26","Dan samostojnosti in enotnosti","NF",""
