"locale","region","date","description","type","notes"
"et-EE","","2017-01-01","uusaasta","NF",""
"et-EE","","2017-02-24","iseseisvuspäev","NF",""
"et-EE","","2017-04-14","suur reede","NRV",""
"et-EE","","2017-04-16","ülestõusmispühade 1. püha","NRV",""
"et-EE","","2017-05-01","kevadpüha","NF",""
"et-EE","","2017-06-04","nelipühade 1. püha","NRV",""
"et-EE","","2017-06-23","võidupüha","NF",""
"et-EE","","2017-06-24","jaanipäev","NF",""
"et-EE","","2017-08-20","taasiseseisvumispäev","NF",""
"et-EE","","2017-12-24","jõululaupäev","NF",""
"et-EE","","2017-12-25","esimene jõulupüha","NF",""
"et-EE","","2017-12-26","teine jõulupüha","NF",""
