"locale","region","date","description","type","notes"
"et-EE","","2018-01-01","uusaasta","NF",""
"et-EE","","2018-02-24","iseseisvuspäev","NF",""
"et-EE","","2018-03-30","suur reede","NRV",""
"et-EE","","2018-04-01","ülestõusmispühade 1. püha","NRV",""
"et-EE","","2018-05-01","kevadpüha","NF",""
"et-EE","","2018-05-20","nelipühade 1. püha","NRV",""
"et-EE","","2018-06-23","võidupüha","NF",""
"et-EE","","2018-06-24","jaanipäev","NF",""
"et-EE","","2018-08-20","taasiseseisvumispäev","NF",""
"et-EE","","2018-12-24","jõululaupäev","NF",""
"et-EE","","2018-12-25","esimene jõulupüha","NF",""
"et-EE","","2018-12-26","teine jõulupüha","NF",""
