"locale","region","date","description","type","notes"
"nb-NO","","2018-01-01","Nyttårsdag","NF",""
"nb-NO","","2018-02-11","Fastelavn","NRV",""
"nb-NO","","2018-03-25","Palmesøndag","NRV",""
"nb-NO","","2018-03-29","Skjærtorsdag","NRV",""
"nb-NO","","2018-03-30","Langfredag","NRV",""
"nb-NO","","2018-04-01","Påskedag","NRV",""
"nb-NO","","2018-04-02","Påskedag","NRV",""
"nb-NO","","2018-05-01","Offentlig Høytidsdag","NF",""
"nb-NO","","2018-05-08","Frigjøringsdag 1945","NF",""
"nb-NO","","2018-05-17","Grunnlovsdag","NF",""
"nb-NO","","2018-05-10","Kristi Himmelfartsdag","NRV",""
"nb-NO","","2018-05-20","Pinsedag","NRV",""
"nb-NO","","2018-05-21","Pinsedag","NRV",""
"nb-NO","","2018-12-24","Julaften","NRF",""
"nb-NO","","2018-12-25","Juledag","NRF",""
"nb-NO","","2018-12-26","Juledag","NRF",""
"nb-NO","","2018-12-31","Nyttårsaften","NF",""
