"locale","region","date","description","type","notes"
"nb-NO","","2012-01-01","Nyttårsdag","NF",""
"nb-NO","","2012-02-19","Fastelavn","NRV",""
"nb-NO","","2012-04-01","Palmesøndag","NRV",""
"nb-NO","","2012-04-05","Skjærtorsdag","NRV",""
"nb-NO","","2012-04-06","Langfredag","NRV",""
"nb-NO","","2012-04-08","Påskedag","NRV",""
"nb-NO","","2012-04-09","Påskedag","NRV",""
"nb-NO","","2012-05-01","Offentlig Høytidsdag","NF",""
"nb-NO","","2012-05-08","Frigjøringsdag 1945","NF",""
"nb-NO","","2012-05-17","Grunnlovsdag","NF",""
"nb-NO","","2012-05-17","Kristi Himmelfartsdag","NRV",""
"nb-NO","","2012-05-27","Pinsedag","NRV",""
"nb-NO","","2012-05-28","Pinsedag","NRV",""
"nb-NO","","2012-12-24","Julaften","NRF",""
"nb-NO","","2012-12-25","Juledag","NRF",""
"nb-NO","","2012-12-26","Juledag","NRF",""
"nb-NO","","2012-12-31","Nyttårsaften","NF",""
