"locale","region","date","description","type","notes"
"nb-NO","","2027-01-01","Nyttårsdag","NF",""
"nb-NO","","2027-02-07","Fastelavn","NRV",""
"nb-NO","","2027-03-21","Palmesøndag","NRV",""
"nb-NO","","2027-03-25","Skjærtorsdag","NRV",""
"nb-NO","","2027-03-26","Langfredag","NRV",""
"nb-NO","","2027-03-28","Påskedag","NRV",""
"nb-NO","","2027-03-29","Påskedag","NRV",""
"nb-NO","","2027-05-01","Offentlig Høytidsdag","NF",""
"nb-NO","","2027-05-06","Kristi Himmelfartsdag","NRV",""
"nb-NO","","2027-05-08","Frigjøringsdag 1945","NF",""
"nb-NO","","2027-05-16","Pinsedag","NRV",""
"nb-NO","","2027-05-17","Grunnlovsdag","NF",""
"nb-NO","","2027-05-17","Pinsedag","NRV",""
"nb-NO","","2027-12-24","Julaften","NRF",""
"nb-NO","","2027-12-25","Juledag","NRF",""
"nb-NO","","2027-12-26","Juledag","NRF",""
"nb-NO","","2027-12-31","Nyttårsaften","NF",""
