"locale","region","date","description","type","notes"
"nb-NO","","2022-01-01","Nyttårsdag","NF",""
"nb-NO","","2022-02-27","Fastelavn","NRV",""
"nb-NO","","2022-04-10","Palmesøndag","NRV",""
"nb-NO","","2022-04-14","Skjærtorsdag","NRV",""
"nb-NO","","2022-04-15","Langfredag","NRV",""
"nb-NO","","2022-04-17","Påskedag","NRV",""
"nb-NO","","2022-04-18","Påskedag","NRV",""
"nb-NO","","2022-05-01","Offentlig Høytidsdag","NF",""
"nb-NO","","2022-05-08","Frigjøringsdag 1945","NF",""
"nb-NO","","2022-05-17","Grunnlovsdag","NF",""
"nb-NO","","2022-05-26","Kristi Himmelfartsdag","NRV",""
"nb-NO","","2022-06-05","Pinsedag","NRV",""
"nb-NO","","2022-06-06","Pinsedag","NRV",""
"nb-NO","","2022-12-24","Julaften","NRF",""
"nb-NO","","2022-12-25","Juledag","NRF",""
"nb-NO","","2022-12-26","Juledag","NRF",""
"nb-NO","","2022-12-31","Nyttårsaften","NF",""
