"locale","region","date","description","type","notes"
"pl-PL","","2024-01-01","Nowy Rok","NF",""
"pl-PL","","2024-01-06","Trzech Króli","NRF",""
"pl-PL","","2024-03-31","Wielkanoc","NRV",""
"pl-PL","","2024-04-01","Poniedziałek Wielkanocny","NRV",""
"pl-PL","","2024-05-01","Święto Pracy","NF",""
"pl-PL","","2024-05-03","Święto Konstytucji Trzeciego Maja","NF",""
"pl-PL","","2024-05-19","Zielone Świątki","NRV",""
"pl-PL","","2024-05-30","Boże Ciało","NRV",""
"pl-PL","","2024-08-15","Wniebowzięcie Najświętszej Maryi Panny","NRF",""
"pl-PL","","2024-11-01","Wszystkich Świętych","NRF",""
"pl-PL","","2024-11-11","Narodowe Święto Niepodległości","NF",""
"pl-PL","","2024-12-25","Boże Narodzenie (pierwszy dzień)","NRF",""
"pl-PL","","2024-12-26","Boże Narodzenie (drugi dzień)","NRF",""
