"locale","region","date","description","type","notes"
"en-US","","2026-01-01","New Year's Day","NF",""
"en-US","","2026-01-19","Birthday of Martin Luther King, Jr.","NV",""
"en-US","","2026-02-16","Washington's Birthday","NV",""
"en-US","MA","2026-04-20","Patriots' Day","V",""
"en-US","ME","2026-04-20","Patriots' Day","V",""
"en-US","","2026-05-25","Memorial Day","NV",""
"en-US","","2026-06-19","Juneteenth National Independence Day","NF",""
"en-US","","2026-07-03","Independence Day (in lieu of)","NF",""
"en-US","","2026-07-04","Independence Day","NF",""
"en-US","","2026-09-07","Labor Day","NV",""
"en-US","","2026-10-12","Columbus Day","NV",""
"en-US","","2026-11-11","Veterans Day","NF",""
"en-US","","2026-11-26","Thanksgiving Day","NV",""
"en-US","","2026-11-27","Day after Thanksgiving","NV",""
"en-US","","2026-12-24","Christmas Eve","NRF",""
"en-US","","2026-12-25","Christmas Day","NRF",""
