"locale","region","date","description","type","notes"
"en-US","","2027-01-01","New Year's Day","NF",""
"en-US","","2027-01-18","Birthday of Martin Luther King, Jr.","NV",""
"en-US","","2027-02-15","Washington's Birthday","NV",""
"en-US","MA","2027-04-19","Patriots' Day","V",""
"en-US","ME","2027-04-19","Patriots' Day","V",""
"en-US","","2027-05-31","Memorial Day","NV",""
"en-US","","2027-06-18","Juneteenth National Independence Day (in lieu of)","NF",""
"en-US","","2027-06-19","Juneteenth National Independence Day","NF",""
"en-US","","2027-07-04","Independence Day","NF",""
"en-US","","2027-07-05","Independence Day (in lieu of)","NF",""
"en-US","","2027-09-06","Labor Day","NV",""
"en-US","","2027-10-11","Columbus Day","NV",""
"en-US","","2027-11-11","Veterans Day","NF",""
"en-US","","2027-11-25","Thanksgiving Day","NV",""
"en-US","","2027-11-26","Day after Thanksgiving","NV",""
"en-US","","2027-12-24","Christmas Day (in lieu of)","NRF",""
"en-US","","2027-12-25","Christmas Day","NRF",""
"en-US","","2027-12-31","New Year's Day (in lieu of)","NF",""
