"locale","region","date","description","type","notes"
"en-US","","2023-01-01","New Year's Day","NF",""
"en-US","","2023-01-02","New Year's Day (in lieu of)","NF",""
"en-US","","2023-01-16","Birthday of Martin Luther King, Jr.","NV",""
"en-US","","2023-02-20","Washington's Birthday","NV",""
"en-US","MA","2023-04-17","Patriots' Day","V",""
"en-US","ME","2023-04-17","Patriots' Day","V",""
"en-US","","2023-05-29","Memorial Day","NV",""
"en-US","","2023-06-19","Juneteenth National Independence Day","NF",""
"en-US","","2023-07-04","Independence Day","NF",""
"en-US","","2023-09-04","Labor Day","NV",""
"en-US","","2023-10-09","Columbus Day","NV",""
"en-US","","2023-11-10","Veterans Day (in lieu of)","NF",""
"en-US","","2023-11-11","Veterans Day","NF",""
"en-US","","2023-11-23","Thanksgiving Day","NV",""
"en-US","","2023-11-24","Day after Thanksgiving","NV",""
"en-US","","2023-12-24","Christmas Eve","NRF",""
"en-US","","2023-12-25","Christmas Day","NRF",""
