"locale","region","date","description","type","notes"
"nl-NL","","2016-01-01","Nieuwjaarsdag","NF",""
"nl-NL","","2016-03-25","Goede Vrijdag","NRV",""
"nl-NL","","2016-03-27","Eerste Paasdag","NRV",""
"nl-NL","","2016-03-28","Tweede Paasdag","NRV",""
"nl-NL","","2016-04-27","Koningsdag","NV",""
"nl-NL","","2016-05-04","Dodenherdenking","NF",""
"nl-NL","","2016-05-05","Bevrijdingsdag","NF",""
"nl-NL","","2016-05-05","Hemelvaartsdag","NRV",""
"nl-NL","","2016-05-15","Eerste Pinksterdag","NRV",""
"nl-NL","","2016-05-16","Tweede Pinksterdag","NRV",""
"nl-NL","","2016-12-05","Sinterklaas","NRF",""
"nl-NL","","2016-12-15","Koninkrijksdag","NV",""
"nl-NL","","2016-12-25","Eerste Kerstdag","NRF",""
"nl-NL","","2016-12-26","Tweede Kerstdag","NRF",""
