"locale","region","date","description","type","notes"
"nl-NL","","2018-01-01","Nieuwjaarsdag","NF",""
"nl-NL","","2018-03-30","Goede Vrijdag","NRV",""
"nl-NL","","2018-04-01","Eerste Paasdag","NRV",""
"nl-NL","","2018-04-02","Tweede Paasdag","NRV",""
"nl-NL","","2018-04-27","Koningsdag","NV",""
"nl-NL","","2018-05-04","Dodenherdenking","NF",""
"nl-NL","","2018-05-05","Bevrijdingsdag","NF",""
"nl-NL","","2018-05-10","Hemelvaartsdag","NRV",""
"nl-NL","","2018-05-20","Eerste Pinksterdag","NRV",""
"nl-NL","","2018-05-21","Tweede Pinksterdag","NRV",""
"nl-NL","","2018-12-05","Sinterklaas","NRF",""
"nl-NL","","2018-12-15","Koninkrijksdag","NV",""
"nl-NL","","2018-12-25","Eerste Kerstdag","NRF",""
"nl-NL","","2018-12-26","Tweede Kerstdag","NRF",""
