"locale","region","date","description","type","notes"
"en-NZ","","2016-01-01","New Year's Day","NF",""
"en-NZ","","2016-01-04","Day after New Year's Day","NV",""
"en-NZ","","2016-02-06","Waitangi Day","NF",""
"en-NZ","","2016-03-25","Good Friday","NRV",""
"en-NZ","","2016-03-28","Easter Monday","NRV",""
"en-NZ","","2016-04-25","ANZAC Day","NF",""
"en-NZ","","2016-06-06","Queen's Birthday","NV",""
"en-NZ","","2016-10-24","Labour Day","NV",""
"en-NZ","","2016-12-25","Christmas Day","NRF",""
"en-NZ","","2016-12-26","Boxing Day","NF",""
