"locale","region","date","description","type","notes"
"en-NZ","","2017-01-01","New Year's Day","NF",""
"en-NZ","","2017-01-02","Day after New Year's Day","NF",""
"en-NZ","","2017-02-06","Waitangi Day","NF",""
"en-NZ","","2017-04-14","Good Friday","NRV",""
"en-NZ","","2017-04-17","Easter Monday","NRV",""
"en-NZ","","2017-04-25","ANZAC Day","NF",""
"en-NZ","","2017-06-05","Queen's Birthday","NV",""
"en-NZ","","2017-10-24","Labour Day","NV",""
"en-NZ","","2017-12-25","Christmas Day","NRF",""
"en-NZ","","2017-12-26","Boxing Day","NF",""
