"locale","region","date","description","type","notes"
"en-NZ","","2018-01-01","New Year's Day","NF",""
"en-NZ","","2018-01-02","Day after New Year's Day","NF",""
"en-NZ","","2018-02-06","Waitangi Day","NF",""
"en-NZ","","2018-03-30","Good Friday","NRV",""
"en-NZ","","2018-04-02","Easter Monday","NRV",""
"en-NZ","","2018-04-25","ANZAC Day","NF",""
"en-NZ","","2018-06-04","Queen's Birthday","NV",""
"en-NZ","","2018-10-22","Labour Day","NV",""
"en-NZ","","2018-12-25","Christmas Day","NRF",""
"en-NZ","","2018-12-26","Boxing Day","NF",""
