"locale","region","date","description","type","notes"
"en-NZ","","2020-01-01","New Year's Day","NF",""
"en-NZ","","2020-01-02","Day after New Year's Day","NV",""
"en-NZ","","2020-02-06","Waitangi Day","NF",""
"en-NZ","","2020-04-10","Good Friday","NRV",""
"en-NZ","","2020-04-13","Easter Monday","NRV",""
"en-NZ","","2020-04-25","ANZAC Day","NF",""
"en-NZ","","2020-04-27","ANZAC Day (observed)","NV",""
"en-NZ","","2020-06-01","Queen's Birthday","NV",""
"en-NZ","","2020-10-26","Labour Day","NV",""
"en-NZ","","2020-12-25","Christmas Day","NRF",""
"en-NZ","","2020-12-26","Boxing Day","NF",""
"en-NZ","","2020-12-28","Boxing Day (observed)","NV",""
