"locale","region","date","description","type","notes"
"sv-SE","","2021-01-01","Nyårsdagen","NF",""
"sv-SE","","2021-01-06","Trettondedag jul","NRF",""
"sv-SE","","2021-04-02","Långfredagen","NRV",""
"sv-SE","","2021-04-04","Påskdagen","NRV",""
"sv-SE","","2021-04-05","Annandag påsk","NRV",""
"sv-SE","","2021-05-01","Första maj","NF",""
"sv-SE","","2021-05-13","Kristi himmelsfärdsdag","NRV",""
"sv-SE","","2021-05-23","Pingstdagen","NRV",""
"sv-SE","","2021-06-06","Nationaldagen","NF",""
"sv-SE","","2021-06-25","Midsommarafton","NV",""
"sv-SE","","2021-06-26","Midsommardagen","NV",""
"sv-SE","","2021-11-06","Alla helgons dag","NRV",""
"sv-SE","","2021-12-24","Julafton","NRF",""
"sv-SE","","2021-12-25","Juldagen","NRF",""
"sv-SE","","2021-12-26","Annandag jul","NRF",""
"sv-SE","","2021-12-31","Nyårsafton","NF",""
