"locale","region","date","description","type","notes"
"sv-SE","","2011-01-01","Nyårsdagen","NF",""
"sv-SE","","2011-01-06","Trettondedag jul","NRF",""
"sv-SE","","2011-04-22","Långfredagen","NRV",""
"sv-SE","","2011-04-24","Påskdagen","NRV",""
"sv-SE","","2011-04-25","Annandag påsk","NRV",""
"sv-SE","","2011-05-01","Första maj","NF",""
"sv-SE","","2011-06-02","Kristi himmelsfärdsdag","NRV",""
"sv-SE","","2011-06-06","Nationaldagen","NF",""
"sv-SE","","2011-06-12","Pingstdagen","NRV",""
"sv-SE","","2011-06-24","Midsommarafton","NV",""
"sv-SE","","2011-06-25","Midsommardagen","NV",""
"sv-SE","","2011-11-05","Alla helgons dag","NRV",""
"sv-SE","","2011-12-24","Julafton","NRF",""
"sv-SE","","2011-12-25","Juldagen","NRF",""
"sv-SE","","2011-12-26","Annandag jul","NRF",""
"sv-SE","","2011-12-31","Nyårsafton","NF",""
