"locale","region","date","description","type","notes"
"sv-SE","","2027-01-01","Nyårsdagen","NF",""
"sv-SE","","2027-01-06","Trettondedag jul","NRF",""
"sv-SE","","2027-03-26","Långfredagen","NRV",""
"sv-SE","","2027-03-28","Påskdagen","NRV",""
"sv-SE","","2027-03-29","Annandag påsk","NRV",""
"sv-SE","","2027-05-01","Första maj","NF",""
"sv-SE","","2027-05-06","Kristi himmelsfärdsdag","NRV",""
"sv-SE","","2027-05-16","Pingstdagen","NRV",""
"sv-SE","","2027-06-06","Nationaldagen","NF",""
"sv-SE","","2027-06-25","Midsommarafton","NV",""
"sv-SE","","2027-06-26","Midsommardagen","NV",""
"sv-SE","","2027-11-06","Alla helgons dag","NRV",""
"sv-SE","","2027-12-24","Julafton","NRF",""
"sv-SE","","2027-12-25","Juldagen","NRF",""
"sv-SE","","2027-12-26","Annandag jul","NRF",""
"sv-SE","","2027-12-31","Nyårsafton","NF",""
