"locale","region","date","description","type","notes"
"sv-SE","","2019-01-01","Nyårsdagen","NF",""
"sv-SE","","2019-01-06","Trettondedag jul","NRF",""
"sv-SE","","2019-04-19","Långfredagen","NRV",""
"sv-SE","","2019-04-21","Påskdagen","NRV",""
"sv-SE","","2019-04-22","Annandag påsk","NRV",""
"sv-SE","","2019-05-01","Första maj","NF",""
"sv-SE","","2019-05-30","Kristi himmelsfärdsdag","NRV",""
"sv-SE","","2019-06-06","Nationaldagen","NF",""
"sv-SE","","2019-06-09","Pingstdagen","NRV",""
"sv-SE","","2019-06-21","Midsommarafton","NV",""
"sv-SE","","2019-06-22","Midsommardagen","NV",""
"sv-SE","","2019-11-02","Alla helgons dag","NRV",""
"sv-SE","","2019-12-24","Julafton","NRF",""
"sv-SE","","2019-12-25","Juldagen","NRF",""
"sv-SE","","2019-12-26","Annandag jul","NRF",""
"sv-SE","","2019-12-31","Nyårsafton","NF",""
