"locale","region","date","description","type","notes"
"sv-FI","","2027-01-01","Nyårsdagen","NF",""
"sv-FI","","2027-01-06","Trettondedagen","NRF",""
"sv-FI","","2027-03-26","Långfredagen","NRV",""
"sv-FI","","2027-03-28","Påskdagen","NRV",""
"sv-FI","","2027-03-29","Annandag påsk","NRV",""
"sv-FI","","2027-05-01","Första maj","NF",""
"sv-FI","","2027-05-06","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2027-05-16","Pingst","NRV",""
"sv-FI","","2027-06-26","Midsommardagen","NRV",""
"sv-FI","","2027-11-06","Alla helgons dag","NRV",""
"sv-FI","","2027-12-06","Självständighetsdagen","NF",""
"sv-FI","","2027-12-25","Juldagen","NRF",""
"sv-FI","","2027-12-26","Annandag jul","NRF",""
