"locale","region","date","description","type","notes"
"sv-FI","","2018-01-01","Nyårsdagen","NF",""
"sv-FI","","2018-01-06","Trettondedagen","NRF",""
"sv-FI","","2018-03-30","Långfredagen","NRV",""
"sv-FI","","2018-04-01","Påskdagen","NRV",""
"sv-FI","","2018-04-02","Annandag påsk","NRV",""
"sv-FI","","2018-05-01","Första maj","NF",""
"sv-FI","","2018-05-10","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2018-05-20","Pingst","NRV",""
"sv-FI","","2018-06-23","Midsommardagen","NRV",""
"sv-FI","","2018-11-03","Alla helgons dag","NRV",""
"sv-FI","","2018-12-06","Självständighetsdagen","NF",""
"sv-FI","","2018-12-25","Juldagen","NRF",""
"sv-FI","","2018-12-26","Annandag jul","NRF",""
