"locale","region","date","description","type","notes"
"sv-FI","","2026-01-01","Nyårsdagen","NF",""
"sv-FI","","2026-01-06","Trettondedagen","NRF",""
"sv-FI","","2026-04-03","Långfredagen","NRV",""
"sv-FI","","2026-04-05","Påskdagen","NRV",""
"sv-FI","","2026-04-06","Annandag påsk","NRV",""
"sv-FI","","2026-05-01","Första maj","NF",""
"sv-FI","","2026-05-14","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2026-05-24","Pingst","NRV",""
"sv-FI","","2026-06-20","Midsommardagen","NRV",""
"sv-FI","","2026-10-31","Alla helgons dag","NRV",""
"sv-FI","","2026-12-06","Självständighetsdagen","NF",""
"sv-FI","","2026-12-25","Juldagen","NRF",""
"sv-FI","","2026-12-26","Annandag jul","NRF",""
