"locale","region","date","description","type","notes"
"sv-FI","","2021-01-01","Nyårsdagen","NF",""
"sv-FI","","2021-01-06","Trettondedagen","NRF",""
"sv-FI","","2021-04-02","Långfredagen","NRV",""
"sv-FI","","2021-04-04","Påskdagen","NRV",""
"sv-FI","","2021-04-05","Annandag påsk","NRV",""
"sv-FI","","2021-05-01","Första maj","NF",""
"sv-FI","","2021-05-13","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2021-05-23","Pingst","NRV",""
"sv-FI","","2021-06-26","Midsommardagen","NRV",""
"sv-FI","","2021-11-06","Alla helgons dag","NRV",""
"sv-FI","","2021-12-06","Självständighetsdagen","NF",""
"sv-FI","","2021-12-25","Juldagen","NRF",""
"sv-FI","","2021-12-26","Annandag jul","NRF",""
