"locale","region","date","description","type","notes"
"pt-PT","","2019-01-01","Ano Novo","NF",""
"pt-PT","","2019-03-05","Carnaval","NRV",""
"pt-PT","","2019-04-19","Sexta-feira Santa","NRV",""
"pt-PT","","2019-04-21","Páscoa","NRV",""
"pt-PT","","2019-04-25","Dia da Liberdade","NF",""
"pt-PT","","2019-05-01","Dia do Trabalhador","NF",""
"pt-PT","","2019-06-10","Dia de Portugal","NF",""
"pt-PT","","2019-06-20","Corpo de Deus","NRV",""
"pt-PT","","2019-08-15","Assunção de Nossa Senhora","NF",""
"pt-PT","","2019-10-05","Implantação da República","NF",""
"pt-PT","","2019-11-01","Dia de Todos os Santos","NF",""
"pt-PT","","2019-12-01","Restauração da Independência","NF",""
"pt-PT","","2019-12-08","Imaculada Conceição","NF",""
"pt-PT","","2019-12-25","Natal","NF",""
