"locale","region","date","description","type","notes"
"pt-PT","","2011-01-01","Ano Novo","NF",""
"pt-PT","","2011-03-08","Carnaval","NRV",""
"pt-PT","","2011-04-22","Sexta-feira Santa","NRV",""
"pt-PT","","2011-04-24","Páscoa","NRV",""
"pt-PT","","2011-04-25","Dia da Liberdade","NF",""
"pt-PT","","2011-05-01","Dia do Trabalhador","NF",""
"pt-PT","","2011-06-10","Dia de Portugal","NF",""
"pt-PT","","2011-06-23","Corpo de Deus","NRV",""
"pt-PT","","2011-08-15","Assunção de Nossa Senhora","NF",""
"pt-PT","","2011-10-05","Implantação da República","NF",""
"pt-PT","","2011-11-01","Dia de Todos os Santos","NF",""
"pt-PT","","2011-12-01","Restauração da Independência","NF",""
"pt-PT","","2011-12-08","Imaculada Conceição","NF",""
"pt-PT","","2011-12-25","Natal","NF",""
