"locale","region","date","description","type","notes"
"hu-HU","","2016-01-01","Újév","NF",""
"hu-HU","","2016-03-14","Munkaszüneti nap","NF","2016-03-05 munkanap"
"hu-HU","","2016-03-15","Az 1848-as forradalom ünnepe","NF",""
"hu-HU","","2016-03-27","Húsvét","NRV",""
"hu-HU","","2016-03-28","Húsvéthétfő","NRV",""
"hu-HU","","2016-05-01","A munka ünnepe","NF",""
"hu-HU","","2016-05-15","Pünkösd","NRV",""
"hu-HU","","2016-05-16","Pünkösdhétfő","NRV",""
"hu-HU","","2016-08-20","Az államalapítás ünnepe","NF",""
"hu-HU","","2016-10-23","Az 1956-os forradalom ünnepe","NF",""
"hu-HU","","2016-10-31","Munkaszüneti nap","NF","2016-10-15 munkanap"
"hu-HU","","2016-11-01","Mindenszentek","NRF",""
"hu-HU","","2016-12-25","Karácsony","NRF",""
"hu-HU","","2016-12-26","Karácsony","NRF",""
