"locale","region","date","description","type","notes"
"hu-HU","","2012-01-01","Újév","NF",""
"hu-HU","","2012-03-15","Az 1848-as forradalom ünnepe","NF",""
"hu-HU","","2012-04-08","Húsvét","NRV",""
"hu-HU","","2012-04-09","Húsvéthétfő","NRV",""
"hu-HU","","2012-05-01","A munka ünnepe","NF",""
"hu-HU","","2012-05-27","Pünkösd","NRV",""
"hu-HU","","2012-05-28","Pünkösdhétfő","NRV",""
"hu-HU","","2012-08-20","Az államalapítás ünnepe","NF",""
"hu-HU","","2012-10-23","Az 1956-os forradalom ünnepe","NF",""
"hu-HU","","2012-11-01","Mindenszentek","NRF",""
"hu-HU","","2012-12-25","Karácsony","NRF",""
"hu-HU","","2012-12-26","Karácsony","NRF",""
