"locale","region","date","description","type","notes"
"hu-HU","","2026-01-01","Újév","NF",""
"hu-HU","","2026-01-02","Munkaszüneti nap","NF","2026-01-10 munkanap"
"hu-HU","","2026-03-15","Az 1848-as forradalom ünnepe","NF",""
"hu-HU","","2026-04-03","Nagypéntek","NRV",""
"hu-HU","","2026-04-05","Húsvét","NRV",""
"hu-HU","","2026-04-06","Húsvéthétfő","NRV",""
"hu-HU","","2026-05-01","A munka ünnepe","NF",""
"hu-HU","","2026-05-24","Pünkösd","NRV",""
"hu-HU","","2026-05-25","Pünkösdhétfő","NRV",""
"hu-HU","","2026-08-20","Az államalapítás ünnepe","NF",""
"hu-HU","","2026-08-21","Munkaszüneti nap","NF","2026-08-08 munkanap"
"hu-HU","","2026-10-23","Az 1956-os forradalom ünnepe","NF",""
"hu-HU","","2026-11-01","Mindenszentek","NRF",""
"hu-HU","","2026-12-24","Munkaszüneti nap","NF","2026-12-12 munkanap"
"hu-HU","","2026-12-25","Karácsony","NRF",""
"hu-HU","","2026-12-26","Karácsony","NRF",""
