"locale","region","date","description","type","notes"
"de-LU","","2023-01-01","Neujahr","NF",""
"de-LU","","2023-04-09","Ostern","NF",""
"de-LU","","2023-04-10","Ostermontag","NF",""
"de-LU","","2023-05-01","1. Mai","NF",""
"de-LU","","2023-05-09","Europatag","NF",""
"de-LU","","2023-05-18","Christi Himmelfahrt","NF",""
"de-LU","","2023-05-28","Pfingsten","NF",""
"de-LU","","2023-05-29","Pfingstmontag","NF",""
"de-LU","","2023-06-23","Nationalfeiertag","NF",""
"de-LU","","2023-08-15","Mariä Himmelfahrt","NRF",""
"de-LU","","2023-11-01","Allerheiligen","NRF",""
"de-LU","","2023-12-25","Weihnachten","NRF",""
"de-LU","","2023-12-26","2. Weihnachtsfeiertag","NRF",""
