"locale","region","date","description","type","notes"
"de-LU","","2025-01-01","Neujahr","NF",""
"de-LU","","2025-04-20","Ostern","NF",""
"de-LU","","2025-04-21","Ostermontag","NF",""
"de-LU","","2025-05-01","1. Mai","NF",""
"de-LU","","2025-05-09","Europatag","NF",""
"de-LU","","2025-05-29","Christi Himmelfahrt","NF",""
"de-LU","","2025-06-08","Pfingsten","NF",""
"de-LU","","2025-06-09","Pfingstmontag","NF",""
"de-LU","","2025-06-23","Nationalfeiertag","NF",""
"de-LU","","2025-08-15","Mariä Himmelfahrt","NRF",""
"de-LU","","2025-11-01","Allerheiligen","NRF",""
"de-LU","","2025-12-25","Weihnachten","NRF",""
"de-LU","","2025-12-26","2. Weihnachtsfeiertag","NRF",""
