"locale","region","date","description","type","notes"
"en-GL","","2012-01-01","New Year's Day","NF",""
"en-GL","","2012-01-06","Epiphany","NF",""
"en-GL","","2012-04-05","Maundy Thursday","NRV",""
"en-GL","","2012-04-06","Good Friday","NRV",""
"en-GL","","2012-04-09","Easter Monday","NRV",""
"en-GL","","2012-05-04","General Prayer Day","NRV",""
"en-GL","","2012-05-17","Ascension","NRV",""
"en-GL","","2012-05-28","Whit Monday","NRV",""
"en-GL","","2012-06-21","Ullortuneq","NF",""
"en-GL","","2012-12-24","Christmas Eve","NRF",""
"en-GL","","2012-12-25","Christmas Day","NRF",""
"en-GL","","2012-12-26","St Stephen's Day","NRF",""
"en-GL","","2012-12-31","New Year's Eve","NF",""
