"locale","region","date","description","type","notes"
"fr-BE","","2017-01-01","Nouvel An","NF",""
"fr-BE","","2017-04-16","Pâques","NRV",""
"fr-BE","","2017-04-17","Lundi de Pâques","NRV",""
"fr-BE","","2017-05-01","Fête du Travail","NF",""
"fr-BE","","2017-05-25","Ascension","NRV",""
"fr-BE","","2017-06-04","Pentecôte","NRV",""
"fr-BE","","2017-06-05","Lundi de Pentecôte","NRV",""
"fr-BE","","2017-07-21","Fête nationale","NF",""
"fr-BE","","2017-08-15","Assomption","NRF",""
"fr-BE","","2017-11-01","Toussaint","NRF",""
"fr-BE","","2017-11-11","Jour de l'armistice","NF",""
"fr-BE","","2017-12-25","Noël","NRF",""
