"locale","region","date","description","type","notes"
"fr-BE","","2021-01-01","Nouvel An","NF",""
"fr-BE","","2021-04-04","Pâques","NRV",""
"fr-BE","","2021-04-05","Lundi de Pâques","NRV",""
"fr-BE","","2021-05-01","Fête du Travail","NF",""
"fr-BE","","2021-05-13","Ascension","NRV",""
"fr-BE","","2021-05-23","Pentecôte","NRV",""
"fr-BE","","2021-05-24","Lundi de Pentecôte","NRV",""
"fr-BE","","2021-07-21","Fête nationale","NF",""
"fr-BE","","2021-08-15","Assomption","NRF",""
"fr-BE","","2021-11-01","Toussaint","NRF",""
"fr-BE","","2021-11-11","Jour de l'armistice","NF",""
"fr-BE","","2021-12-25","Noël","NRF",""
