"locale","region","date","description","type","notes"
"nb-SJ","","2017-01-01","Nyttårsdag","NF",""
"nb-SJ","","2017-02-26","Fastelavn","NRV",""
"nb-SJ","","2017-04-09","Palmesøndag","NRV",""
"nb-SJ","","2017-04-13","Skjærtorsdag","NRV",""
"nb-SJ","","2017-04-14","Langfredag","NRV",""
"nb-SJ","","2017-04-16","Påskedag","NRV",""
"nb-SJ","","2017-04-17","Påskedag","NRV",""
"nb-SJ","","2017-05-01","Offentlig Høytidsdag","NF",""
"nb-SJ","","2017-05-08","Frigjøringsdag 1945","NF",""
"nb-SJ","","2017-05-17","Grunnlovsdag","NF",""
"nb-SJ","","2017-05-25","Kristi Himmelfartsdag","NRV",""
"nb-SJ","","2017-06-04","Pinsedag","NRV",""
"nb-SJ","","2017-06-05","Pinsedag","NRV",""
"nb-SJ","","2017-12-24","Julaften","NRF",""
"nb-SJ","","2017-12-25","Juledag","NRF",""
"nb-SJ","","2017-12-26","Juledag","NRF",""
"nb-SJ","","2017-12-31","Nyttårsaften","NF",""
