"locale","region","date","description","type","notes"
"en-NZ","","2026-01-01","New Year's Day","NF",""
"en-NZ","","2026-01-02","Day after New Year's Day","NV",""
"en-NZ","","2026-02-06","Waitangi Day","NF",""
"en-NZ","","2026-04-03","Good Friday","NRV",""
"en-NZ","","2026-04-06","Easter Monday","NRV",""
"en-NZ","","2026-04-25","ANZAC Day","NF",""
"en-NZ","","2026-04-27","ANZAC Day (observed)","NV",""
"en-NZ","","2026-06-01","Queen's Birthday","NV",""
"en-NZ","","2026-10-26","Labour Day","NV",""
"en-NZ","","2026-12-25","Christmas Day","NRF",""
"en-NZ","","2026-12-26","Boxing Day","NF",""
"en-NZ","","2026-12-28","Boxing Day (observed)","NV",""
