"locale","region","date","description","type","notes"
"en-NZ","","2013-01-01","New Year's Day","NF",""
"en-NZ","","2013-01-02","Day after New Year's Day","NV",""
"en-NZ","","2013-02-06","Waitangi Day","NF",""
"en-NZ","","2013-03-29","Good Friday","NRV",""
"en-NZ","","2013-04-01","Easter Monday","NRV",""
"en-NZ","","2013-04-25","ANZAC Day","NF",""
"en-NZ","","2013-06-03","Queen's Birthday","NV",""
"en-NZ","","2013-10-28","Labour Day","NV",""
"en-NZ","","2013-12-25","Christmas Day","NRF",""
"en-NZ","","2013-12-26","Boxing Day","NF",""
