"locale","region","date","description","type","notes"
"nl-BE","","2019-01-01","Nieuwjaar","NF",""
"nl-BE","","2019-04-21","Pasen","NRV",""
"nl-BE","","2019-04-22","Paasmaandag","NRV",""
"nl-BE","","2019-05-01","Dag van de arbeid","NF",""
"nl-BE","","2019-05-30","Onze Lieve Heer hemelvaart","NRV",""
"nl-BE","","2019-06-09","Pinksteren","NRV",""
"nl-BE","","2019-06-10","Pinkstermaandag","NRV",""
"nl-BE","","2019-07-21","Nationale feestdag","NF",""
"nl-BE","","2019-08-15","Onze Lieve Vrouw hemelvaart","NRF",""
"nl-BE","","2019-11-01","Allerheiligen","NRF",""
"nl-BE","","2019-11-11","Wapenstilstand","NF",""
"nl-BE","","2019-12-25","Kerstmis","NRF",""

