"locale","region","date","description","type","notes"
"et-EE","","2012-01-01","uusaasta","NF",""
"et-EE","","2012-02-24","iseseisvuspäev","NF",""
"et-EE","","2012-04-06","suur reede","NRV",""
"et-EE","","2012-04-08","ülestõusmispühade 1. püha","NRV",""
"et-EE","","2012-05-01","kevadpüha","NF",""
"et-EE","","2012-05-27","nelipühade 1. püha","NRV",""
"et-EE","","2012-06-23","võidupüha","NF",""
"et-EE","","2012-06-24","jaanipäev","NF",""
"et-EE","","2012-08-20","taasiseseisvumispäev","NF",""
"et-EE","","2012-12-24","jõululaupäev","NF",""
"et-EE","","2012-12-25","esimene jõulupüha","NF",""
"et-EE","","2012-12-26","teine jõulupüha","NF",""
