"locale","region","date","description","type","notes"
"sv-FI","","2016-01-01","Nyårsdagen","NF",""
"sv-FI","","2016-01-06","Trettondedagen","NRF",""
"sv-FI","","2016-03-25","Långfredagen","NRV",""
"sv-FI","","2016-03-27","Påskdagen","NRV",""
"sv-FI","","2016-03-28","Annandag påsk","NRV",""
"sv-FI","","2016-05-01","Första maj","NF",""
"sv-FI","","2016-05-05","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2016-05-15","Pingst","NRV",""
"sv-FI","","2016-06-25","Midsommardagen","NRV",""
"sv-FI","","2016-11-05","Alla helgons dag","NRV",""
"sv-FI","","2016-12-06","Självständighetsdagen","NF",""
"sv-FI","","2016-12-25","Juldagen","NRF",""
"sv-FI","","2016-12-26","Annandag jul","NRF",""
