"locale","region","date","description","type","notes"
"sv-FI","","2012-01-01","Nyårsdagen","NF",""
"sv-FI","","2012-01-06","Trettondedagen","NRF",""
"sv-FI","","2012-04-06","Långfredagen","NRV",""
"sv-FI","","2012-04-08","Påskdagen","NRV",""
"sv-FI","","2012-04-09","Annandag påsk","NRV",""
"sv-FI","","2012-05-01","Första maj","NF",""
"sv-FI","","2012-05-17","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2012-05-27","Pingst","NRV",""
"sv-FI","","2012-06-23","Midsommardagen","NRV",""
"sv-FI","","2012-11-03","Alla helgons dag","NRV",""
"sv-FI","","2012-12-06","Självständighetsdagen","NF",""
"sv-FI","","2012-12-25","Juldagen","NRF",""
"sv-FI","","2012-12-26","Annandag jul","NRF",""
