"locale","region","date","description","type","notes"
"sv-FI","","2013-01-01","Nyårsdagen","NF",""
"sv-FI","","2013-01-06","Trettondedagen","NRF",""
"sv-FI","","2013-03-29","Långfredagen","NRV",""
"sv-FI","","2013-03-31","Påskdagen","NRV",""
"sv-FI","","2013-04-01","Annandag påsk","NRV",""
"sv-FI","","2013-05-01","Första maj","NF",""
"sv-FI","","2013-05-09","Kristi himmelfärdsdag","NRV",""
"sv-FI","","2013-05-19","Pingst","NRV",""
"sv-FI","","2013-06-22","Midsommardagen","NRV",""
"sv-FI","","2013-11-02","Alla helgons dag","NRV",""
"sv-FI","","2013-12-06","Självständighetsdagen","NF",""
"sv-FI","","2013-12-25","Juldagen","NRF",""
"sv-FI","","2013-12-26","Annandag jul","NRF",""
