"locale","region","date","description","type","notes"
"da-DK","","2011-01-01","Nytårsdag","NF",""
"da-DK","","2011-04-21","Skærtorsdag","NRV",""
"da-DK","","2011-04-22","Langfredag","NRV",""
"da-DK","","2011-04-24","Påskedag","NRV",""
"da-DK","","2011-04-25","Anden påskedag","NRV",""
"da-DK","","2011-05-20","Store bededag","NRV",""
"da-DK","","2011-06-02","Kristi himmelfartsdag","NRV",""
"da-DK","","2011-06-05","Grundlovsdag","NF",""
"da-DK","","2011-06-12","Pinsedag","NRV",""
"da-DK","","2011-06-13","Anden pinsedag","NRV",""
"da-DK","","2011-12-25","Juledag","NRF",""
"da-DK","","2011-12-26","Anden juledag","NRF",""
