"locale","region","date","description","type","notes"
"en-US","","2015-01-01","New Year's Day","NF",""
"en-US","","2015-01-19","Birthday of Martin Luther King, Jr.","V",""
"en-US","","2015-02-16","Washington's Birthday","NV",""
"en-US","MA","2015-04-20","Patriots' Day","NV",""
"en-US","ME","2015-04-20","Patriots' Day","NV",""
"en-US","","2015-05-25","Memorial Day","NV",""
"en-US","","2015-07-04","Independence Day","NF",""
"en-US","","2015-09-07","Labor Day","NV",""
"en-US","","2015-10-12","Columbus Day","NV",""
"en-US","","2015-11-11","Veterans Day","NV",""
"en-US","","2015-11-26","Thanksgiving Day","NV",""
"en-US","","2015-12-25","Christmas Day","NRF",""
