"locale","region","date","description","type","notes"
"en-AU","ACT","2018-01-01","New Year's Day","F",""
"en-AU","NSW","2018-01-01","New Year's Day","F",""
"en-AU","NT","2018-01-01","New Year's Day","F",""
"en-AU","QLD","2018-01-01","New Year's Day","F",""
"en-AU","SA","2018-01-01","New Year's Day","F",""
"en-AU","TAS","2018-01-01","New Year's Day","F",""
"en-AU","VIC","2018-01-01","New Year's Day","F",""
"en-AU","WA","2018-01-01","New Year's Day","F",""
"en-AU","ACT","2018-01-26","Australia Day","V",""
"en-AU","NSW","2018-01-26","Australia Day","V",""
"en-AU","NT","2018-01-26","Australia Day","V",""
"en-AU","QLD","2018-01-26","Australia Day","V",""
"en-AU","SA","2018-01-26","Australia Day","V",""
"en-AU","TAS","2018-01-26","Australia Day","V",""
"en-AU","VIC","2018-01-26","Australia Day","V",""
"en-AU","WA","2018-01-26","Australia Day","V",""
"en-AU","TAS","2018-02-12","Royal Hobart Regatta","V",""
"en-AU","SA","2018-03-12","Adelaide Cup Day","V",""
"en-AU","ACT","2018-03-12","Canberra Day","V",""
"en-AU","TAS","2018-03-12","Labour Day","V",""
"en-AU","VIC","2018-03-12","Labour Day","V",""
"en-AU","ACT","2018-03-30","Good Friday","RV",""
"en-AU","NSW","2018-03-30","Good Friday","RV",""
"en-AU","NT","2018-03-30","Good Friday","RV",""
"en-AU","QLD","2018-03-30","Good Friday","RV",""
"en-AU","SA","2018-03-30","Good Friday","RV",""
"en-AU","TAS","2018-03-30","Good Friday","RV",""
"en-AU","VIC","2018-03-30","Good Friday","RV",""
"en-AU","WA","2018-03-30","Good Friday","RV",""
"en-AU","ACT","2018-03-31","Easter Saturday","RV",""
"en-AU","NSW","2018-03-31","Easter Saturday","RV",""
"en-AU","NT","2018-03-31","Easter Saturday","RV",""
"en-AU","QLD","2018-03-31","Easter Saturday","RV",""
"en-AU","SA","2018-03-31","Easter Saturday","RV",""
"en-AU","VIC","2018-03-31","Easter Saturday","RV",""
"en-AU","ACT","2018-04-01","Easter","RV",""
"en-AU","NSW","2018-04-01","Easter","RV",""
"en-AU","NT","2018-04-01","Easter","RV",""
"en-AU","QLD","2018-04-01","Easter","RV",""
"en-AU","SA","2018-04-01","Easter","RV",""
"en-AU","ACT","2018-04-02","Easter Monday","RV",""
"en-AU","NSW","2018-04-02","Easter Monday","RV",""
"en-AU","NT","2018-04-02","Easter Monday","RV",""
"en-AU","QLD","2018-04-02","Easter Monday","RV",""
"en-AU","SA","2018-04-02","Easter Monday","RV",""
"en-AU","TAS","2018-04-02","Easter Monday","RV",""
"en-AU","VIC","2018-04-02","Easter Monday","RV",""
"en-AU","WA","2018-04-02","Easter Monday","RV",""
"en-AU","ACT","2018-04-25","Anzac Day","V",""
"en-AU","NSW","2018-04-25","Anzac Day","F",""
"en-AU","NT","2018-04-25","Anzac Day","V",""
"en-AU","QLD","2018-04-25","Anzac Day","V",""
"en-AU","SA","2018-04-25","Anzac Day","F",""
"en-AU","TAS","2018-04-25","Anzac Day","F",""
"en-AU","VIC","2018-04-25","Anzac Day","F",""
"en-AU","WA","2018-04-25","Anzac Day","F",""
"en-AU","QLD","2018-05-07","Labour Day","V",""
"en-AU","WA","2018-05-07","Labour Day","V",""
"en-AU","NT","2018-05-07","May Day","V",""
"en-AU","ACT","2018-05-28","Reconciliation Day","V",""
"en-AU","WA","2018-06-04","Western Australia Day","V",""
"en-AU","ACT","2018-06-11","Queen's Birthday","V",""
"en-AU","NSW","2018-06-11","Queen's Birthday","V",""
"en-AU","TAS","2018-06-11","Queen's Birthday","V",""
"en-AU","VIC","2018-06-11","Queen's Birthday","V",""
"en-AU","ACT","2018-08-06","Bank Holiday","V",""
"en-AU","NT","2018-08-06","Picnic Day","V",""
"en-AU","WA","2018-09-24","Queen's Birthday","V",""
"en-AU","ACT","2018-10-01","Labour Day","V",""
"en-AU","NSW","2018-10-01","Labour Day","V",""
"en-AU","SA","2018-10-01","Labour Day","V",""
"en-AU","QLD","2018-10-01","Queen's Birthday","V",""
"en-AU","VIC","2018-11-06","Melbourne Cup Day","V",""
"en-AU","ACT","2018-12-25","Christmas Day","RF",""
"en-AU","NSW","2018-12-25","Christmas Day","RF",""
"en-AU","NT","2018-12-25","Christmas Day","RF",""
"en-AU","QLD","2018-12-25","Christmas Day","RF",""
"en-AU","SA","2018-12-25","Christmas Day","RF",""
"en-AU","TAS","2018-12-25","Christmas Day","RF",""
"en-AU","VIC","2018-12-25","Christmas Day","RF",""
"en-AU","WA","2018-12-25","Christmas Day","RF",""
"en-AU","ACT","2018-12-26","Boxing Day","RF",""
"en-AU","NSW","2018-12-26","Boxing Day","RF",""
"en-AU","NT","2018-12-26","Boxing Day","RF",""
"en-AU","QLD","2018-12-26","Boxing Day","RF",""
"en-AU","TAS","2018-12-26","Boxing Day","RF",""
"en-AU","VIC","2018-12-26","Boxing Day","RF",""
"en-AU","WA","2018-12-26","Boxing Day","RF",""
