"locale","region","date","description","type","notes"
"en-CA","","2016-01-01","New Year's Day","NF",""
"en-CA","AB","2016-02-15","Family Day","V",""
"en-CA","ON","2016-02-15","Family Day","V",""
"en-CA","SK","2016-02-15","Family Day","V",""
"en-CA","NB","2016-02-15","Family Day","V",""
"en-CA","MB","2016-02-15","Louis Riel Day","V",""
"en-CA","PE","2016-02-15","Islander Day","V",""
"en-CA","","2016-03-25","Good Friday","NRV",""
"en-CA","","2016-03-28","Easter Monday","RV",""
"en-CA","","2016-05-23","Victoria Day","V",""
"en-CA","","2016-07-01","Canada Day","NF",""
"en-CA","","2016-08-01","First Monday of August","V",""
"en-CA","","2016-09-05","Labour Day","NV",""
"en-CA","","2016-10-10","Thanksgiving Day","V",""
"en-CA","","2016-11-11","Remembrance Day","F",""
"en-CA","","2016-12-25","Christmas Day","NRF",""
"en-CA","","2016-12-26","Boxing Day","NRF",""
