"locale","region","date","description","type","notes"
"en-CA","","2012-01-01","New Year's Day","NF",""
"en-CA","","2012-02-20","Family Day","V",""
"en-CA","","2012-04-06","Good Friday","NRV",""
"en-CA","","2012-04-09","Easter Monday","RV",""
"en-CA","","2012-05-21","Victoria Day","V",""
"en-CA","","2012-07-01","Canada Day","NF",""
"en-CA","","2012-08-06","First Monday of August","V",""
"en-CA","","2012-09-03","Labour Day","NV",""
"en-CA","","2012-10-08","Thanksgiving Day","V",""
"en-CA","","2012-11-11","Remembrance Day","F",""
"en-CA","","2012-12-25","Christmas Day","NRF",""
"en-CA","","2012-12-26","Boxing Day","NRF",""
