"locale","region","date","description","type","notes"
"it-IT","","2018-01-01","Capodanno","NF",""
"it-IT","","2018-01-06","Epifania","NRF",""
"it-IT","","2018-02-13","Carnevale","NRV",""
"it-IT","","2018-04-01","Pasqua","NRV",""
"it-IT","","2018-04-02","Pasquetta","NRV",""
"it-IT","","2018-04-25","Festa della liberazione","NF",""
"it-IT","","2018-05-01","Festa del lavoro","NF",""
"it-IT","","2018-06-02","Festa della repubblica","NF",""
"it-IT","","2018-08-15","Assunzione (ferragosto)","NRF",""
"it-IT","","2018-11-01","Ognissanti","NRF",""
"it-IT","","2018-12-08","Immacolata concezione","NRF",""
"it-IT","","2018-12-25","Natale","NRF",""
"it-IT","","2018-12-26","S.to Stefano","NRF",""
