"locale","region","date","description","type","notes"
"fr-BE","","2022-01-01","Nouvel An","NF",""
"fr-BE","","2022-04-17","Pâques","NRV",""
"fr-BE","","2022-04-18","Lundi de Pâques","NRV",""
"fr-BE","","2022-05-01","Fête du Travail","NF",""
"fr-BE","","2022-05-26","Ascension","NRV",""
"fr-BE","","2022-06-05","Pentecôte","NRV",""
"fr-BE","","2022-06-06","Lundi de Pentecôte","NRV",""
"fr-BE","","2022-07-21","Fête nationale","NF",""
"fr-BE","","2022-08-15","Assomption","NRF",""
"fr-BE","","2022-11-01","Toussaint","NRF",""
"fr-BE","","2022-11-11","Jour de l'armistice","NF",""
"fr-BE","","2022-12-25","Noël","NRF",""
