"locale","region","date","description","type","notes"
"fr-BE","","2019-01-01","Nouvel An","NF",""
"fr-BE","","2019-04-21","Pâques","NRV",""
"fr-BE","","2019-04-22","Lundi de Pâques","NRV",""
"fr-BE","","2019-05-01","Fête du Travail","NF",""
"fr-BE","","2019-05-30","Ascension","NRV",""
"fr-BE","","2019-06-09","Pentecôte","NRV",""
"fr-BE","","2019-06-10","Lundi de Pentecôte","NRV",""
"fr-BE","","2019-07-21","Fête nationale","NF",""
"fr-BE","","2019-08-15","Assomption","NRF",""
"fr-BE","","2019-11-01","Toussaint","NRF",""
"fr-BE","","2019-11-11","Jour de l'armistice","NF",""
"fr-BE","","2019-12-25","Noël","NRF",""
