"locale","region","date","description","type","notes"
"pt-BR","","2013-01-01","Confraternização Universal","NF",""
"pt-BR","","2013-02-12","Carnaval","NRV",""
"pt-BR","","2013-03-29","Sexta-feira Santa","NRV",""
"pt-BR","","2013-03-31","Páscoa","NRV",""
"pt-BR","","2013-04-21","Tiradentes","NF",""
"pt-BR","","2013-05-01","Dia Internacional do Trabalhador","NF",""
"pt-BR","","2013-05-30","Corpus Christi","NRV",""
"pt-BR","","2013-09-07","Independência do Brasil","NF",""
"pt-BR","","2013-10-12","Nossa Senhora Aparecida","NRF",""
"pt-BR","","2013-11-02","Finados","NRF",""
"pt-BR","","2013-11-15","Proclamação da República","NF",""
"pt-BR","","2013-12-25","Natal","NRF",""
